ID,Name,Join Date,Leave Date
Canadian,Troy Jaroslawski,2017-11-10,2019-09-01
Yung,Austin Trexler,2017-11-10,2020-04-15
Spades,Julio Cesar,2020-01-27,2020-04-15
Modigga,Morquis Hribar,2019-09-01,2020-04-15
BC,Brandon Carr,2017-11-10,2018-09-20
Geoometrics,Emilio Leynez Cuevas,2018-09-03,2019-11-25
Gotcha,Aaron Chung,2019-11-25,2020-01-27
nvK,Nathan Valenti,2017-11-10,2020-04-15
Necrox,Ammar Mohammad Albanna,2018-09-20,2020-04-15
Necrox,Ammar Mohammad Albanna,2017-11-10,2018-09-03
