ID,Name,Join Date,Leave Date
Goliath,Anthony Pietro,2017-04-22,2017-07-01
Peebimitsu,Lucas Nettesheim,2017-04-22,2017-07-01
Corey,Corey Nigra,2017-04-22,2017-07-01
Kayuun,Justin Ha,2017-04-22,2017-07-01
Dcop,Carlo Delsol,2017-05-06,2017-07-01
Elkiea,Elijah Hudson Gallagher,2017-04-22,2017-07-01
